total cases,Long,Lat,country
697.6094896,73.121219,35.065087,Pakistan
514.7387687,-80.7821,9.938,Panama
28.26658805,143.95555,-4.914993,Papua New Guinea
334.206523,-58.4438,-22.0425,Paraguay
1001.722516,-76.604498,-10.366533,Peru
693.352003,121.774017,14.279721,Philippines
1159.639168,19.1451,53.3194,Poland
668.285867,-8.2245,40.7999,Portugal
380.8687438,51.1839,26.7548,Qatar
808.7069927,24.9668,47.3432,Romania
1806.410252,37.6174943,57.1504461,Russia
95.17352573,29.8739,-0.5403,Rwanda
5.744562647,-62.782998,18.757822,Saint Kitts and Nevis
19.54482029,-60.9789,15.3094,Saint Lucia
12.20655562,-61.2872,14.3843,Saint Vincent and the Grenadines
1.414213562,-172.1046,-12.359,Samoa
50.48762225,12.4578,45.3424,San Marino
32.01562119,6.6131,1.5864,Sao Tome and Principe
602.8075978,45.079162,25.285942,Saudi Arabia
141.9718282,-14.4524,15.8974,Senegal
593.3970003,21.0059,45.4165,Serbia
17.69180601,55.492,-3.2796,Seychelles
52.33545643,-11.779889,9.860555,Sierra Leone
242.4458702,103.8333,2.6833,Singapore
442.7719503,19.699,50.069,Slovakia
362.9380112,14.9955,47.5512,Slovenia
4.123105626,160.1562,-8.2457,Solomon Islands
68.74590897,46.199616,6.552149,Somalia
1072.189815,22.9375,-29.1595,South Africa
59.9082632,31.307,8.277,South Sudan
1308.759336,-3.7038,41.8168,Spain
215.0534817,80.771797,9.273054,Sri Lanka
152.695776,30.2176,14.2628,Sudan
81.64557551,-56.0278,5.3193,Suriname
681.4763385,18.1384,61.0025,Sweden
686.1406561,8.2275,48.2182,Switzerland
109.4897255,38.996815,36.202075,Syria
28.61817604,121,25.1,Taiwan*
115.3473017,71.2761,40.261,Tajikistan
22.56102835,34.888822,-4.969028,Tanzania
98.16312953,100.992541,17.270032,Thailand
7,125.727539,-7.474217,Timor-Leste
61.7008914,0.8248,10.0195,Togo
84.82924024,-61.2225,12.0918,Trinidad and Tobago
387.1446758,9.537499,35.286917,Tunisia
1511.268011,35.2433,40.3637,Turkey
4614.617536,-77.82002295,41.00835778,US
191.5776605,32.290275,2.773333,Uganda
1041.026417,30.5234,51.8501,Ukraine
467.7242778,53.847818,24.824076,United Arab Emirates
1686.786886,-1.1743,53.7555,United Kingdom
151.8156777,-55.7658,-31.1228,Uruguay
278.1186797,64.585262,42.777491,Uzbekistan
1,166.9592,-13.9767,Vanuatu
338.9808254,-66.5897,7.8238,Venezuela
38.79432948,108.277199,15.458324,Vietnam
379.8117955,35.2332,33.3522,West Bank and Gaza
45.84757355,48.516388,16.952727,Yemen
153.2807881,27.849332,-11.733897,Zambia
133.4316304,29.154857,-17.615438,Zimbabwe
